Shipment_ID,Date,Year,Month,Quarter,Carrier,Origin,Destination,Cargo_Type,Mode,Client_Type,Incoterm,Warehouse,Analyst,Planned_Days,Actual_Days,Delay_Days,On_Time,Cargo_Value,Freight_Cost,SLA_Penalty,Customs_Hold,Delivered
SHP-166784,2024-03-14,2024,3,1,XPO Logistics,Los Angeles,New York,Electronics,Sea Freight,Enterprise,FOB,WH-South,Analyst_C,20,20,0,1,106736.14,4978.87,0.0,1,1
SHP-897989,2024-04-15,2024,4,2,FedEx,London,Singapore,Pharma,Sea Freight,Startup,DAP,WH-North,Analyst_B,22,21,0,1,8329.08,1184.08,0.0,0,1
SHP-882218,2022-11-09,2022,11,4,XPO Logistics,Rotterdam,London,Pharma,Road,Government,DDP,WH-West,Analyst_A,5,4,0,1,5996.71,710.48,0.0,1,1
SHP-113883,2022-05-15,2022,5,2,Kuehne+Nagel,Los Angeles,Los Angeles,Automotive,Air Freight,Government,DAP,WH-South,Analyst_C,5,4,0,1,5189.28,1621.96,0.0,1,1
SHP-969293,2024-08-07,2024,8,3,XPO Logistics,New York,Tokyo,Pharma,Road,Enterprise,DAP,WH-East,Analyst_E,6,5,0,1,3702.69,903.3,0.0,0,1
SHP-910990,2023-08-17,2023,8,3,FedEx,Busan,Sydney,Automotive,Sea Freight,SMB,DDP,WH-South,Analyst_B,22,22,0,1,30338.76,1717.03,0.0,0,1
SHP-917153,2024-01-21,2024,1,1,DHL,Rotterdam,Singapore,Electronics,Rail,Startup,FOB,WH-North,Analyst_D,10,10,0,1,1511.57,983.14,0.0,0,1
SHP-499746,2024-10-19,2024,10,4,Maersk,Rotterdam,Los Angeles,Consumer Goods,Rail,SMB,DAP,WH-West,Analyst_D,12,12,0,1,11208.77,821.91,0.0,0,1
SHP-110051,2023-07-03,2023,7,3,CMA CGM,Shanghai,Dubai,Pharma,Air Freight,Government,DAP,WH-North,Analyst_D,5,4,0,1,3986.28,808.86,0.0,0,1
SHP-979820,2022-04-15,2022,4,2,CMA CGM,Los Angeles,London,Perishables,Road,Government,EXW,WH-North,Analyst_A,5,5,0,1,2333.34,367.13,0.0,1,1
SHP-460649,2022-08-12,2022,8,3,DHL,Busan,London,Perishables,Air Freight,SMB,CIF,WH-East,Analyst_D,4,3,0,1,183500.0,22396.9,0.0,0,1
SHP-477899,2024-11-24,2024,11,4,CMA CGM,Shanghai,London,Textiles,Air Freight,SMB,FOB,WH-South,Analyst_D,4,4,0,1,12441.52,1641.08,0.0,0,1
SHP-212000,2023-11-21,2023,11,4,XPO Logistics,Busan,London,Consumer Goods,Air Freight,SMB,DAP,WH-North,Analyst_D,2,3,1,0,16382.96,2673.0,8.91,0,1
SHP-574361,2024-12-13,2024,12,4,UPS,Los Angeles,Dubai,Pharma,Road,Enterprise,DDP,WH-West,Analyst_C,6,5,0,1,34448.81,2575.51,0.0,0,1
SHP-787558,2024-05-10,2024,5,2,DHL,Rotterdam,Mumbai,Electronics,Air Freight,Startup,DAP,WH-South,Analyst_B,2,22,20,0,916.85,802.12,96.25,0,1
SHP-420393,2022-07-30,2022,7,3,Maersk,Busan,Tokyo,Pharma,Rail,Government,FOB,WH-East,Analyst_D,12,15,3,0,82289.4,5031.73,100.63,0,1
SHP-573783,2022-12-14,2022,12,4,DHL,Tokyo,Sydney,Perishables,Road,Enterprise,DDP,WH-West,Analyst_D,6,6,0,1,500.0,948.25,0.0,0,1
SHP-776531,2023-05-13,2023,5,2,DB Schenker,Rotterdam,Hamburg,Machinery,Air Freight,Enterprise,FOB,WH-West,Analyst_D,4,4,0,1,2311.51,1040.63,0.0,0,1
SHP-294909,2024-03-15,2024,3,1,Kuehne+Nagel,London,Hamburg,Perishables,Road,Enterprise,EXW,WH-South,Analyst_E,4,4,0,1,3585.14,723.36,0.0,0,1
SHP-870334,2022-11-06,2022,11,4,Kuehne+Nagel,London,Singapore,Electronics,Sea Freight,Government,DDP,WH-West,Analyst_A,23,22,0,1,15666.85,909.94,0.0,0,1
SHP-680598,2022-08-18,2022,8,3,XPO Logistics,Shanghai,New York,Pharma,Rail,Government,EXW,WH-North,Analyst_E,10,10,0,1,9366.77,823.71,0.0,0,1
SHP-747506,2024-02-19,2024,2,1,DB Schenker,Rotterdam,New York,Electronics,Road,Startup,DAP,WH-Central,Analyst_E,7,7,0,1,5424.19,876.93,0.0,0,1
SHP-310129,2022-05-06,2022,5,2,CMA CGM,Singapore,New York,Textiles,Rail,Government,EXW,WH-Central,Analyst_E,11,11,0,1,6754.74,1061.41,0.0,0,1
SHP-470442,2022-08-31,2022,8,3,CMA CGM,Shanghai,Dubai,Machinery,Air Freight,Enterprise,CIF,WH-South,Analyst_E,5,5,0,1,1718.39,903.45,0.0,0,1
SHP-560044,2022-09-03,2022,9,3,Kuehne+Nagel,Tokyo,Sydney,Perishables,Road,Enterprise,CIF,WH-East,Analyst_B,4,4,0,1,823.38,350.47,0.0,0,1
SHP-329028,2024-05-04,2024,5,2,CMA CGM,Singapore,Dubai,Automotive,Sea Freight,Government,EXW,WH-Central,Analyst_B,23,22,0,1,19234.62,1697.55,0.0,0,1
SHP-582986,2023-03-05,2023,3,1,DHL,Tokyo,Los Angeles,Electronics,Air Freight,Startup,FOB,WH-West,Analyst_B,2,1,0,1,18360.95,2825.39,0.0,0,1
SHP-737955,2024-05-14,2024,5,2,Kuehne+Nagel,Singapore,Sydney,Automotive,Air Freight,Government,FOB,WH-North,Analyst_A,4,3,0,1,64875.71,8667.75,0.0,0,1
SHP-708781,2024-11-12,2024,11,4,Maersk,New York,Hamburg,Machinery,Sea Freight,Government,CIF,WH-Central,Analyst_C,23,22,0,1,2242.95,377.71,0.0,0,1
SHP-242749,2023-10-28,2023,10,4,Maersk,London,Hamburg,Perishables,Sea Freight,SMB,DAP,WH-East,Analyst_E,19,18,0,1,18337.79,1587.85,0.0,0,1
SHP-209424,2023-11-23,2023,11,4,CMA CGM,Los Angeles,Los Angeles,Pharma,Road,Startup,DAP,WH-South,Analyst_C,7,6,0,1,4596.21,1080.73,0.0,0,1
SHP-932134,2023-12-31,2023,12,4,DHL,Busan,Singapore,Pharma,Sea Freight,Government,DDP,WH-West,Analyst_A,23,27,4,0,37119.7,1819.63,48.52,0,1
SHP-375702,2022-08-23,2022,8,3,FedEx,Busan,Dubai,Textiles,Sea Freight,Government,DDP,WH-South,Analyst_B,21,21,0,1,29234.98,1726.71,0.0,0,1
SHP-213202,2022-09-22,2022,9,3,Maersk,Shanghai,London,Perishables,Road,Enterprise,DDP,WH-Central,Analyst_D,5,4,0,1,9267.64,1313.69,0.0,1,1
SHP-898381,2024-10-06,2024,10,4,Maersk,Tokyo,New York,Chemicals,Rail,Startup,EXW,WH-Central,Analyst_C,10,12,2,0,4246.65,824.12,9.89,0,1
SHP-548724,2022-09-22,2022,9,3,FedEx,Los Angeles,London,Consumer Goods,Rail,Government,CIF,WH-West,Analyst_D,10,9,0,1,26812.97,2170.63,0.0,1,1
SHP-349043,2023-09-18,2023,9,3,Kuehne+Nagel,Hamburg,Sydney,Electronics,Road,Startup,EXW,WH-North,Analyst_A,7,7,0,1,17182.79,1366.34,0.0,0,1
SHP-707461,2024-08-03,2024,8,3,FedEx,Dubai,Toronto,Perishables,Sea Freight,SMB,CIF,WH-North,Analyst_A,20,23,3,0,2604.9,496.47,12.41,0,1
SHP-402985,2024-03-07,2024,3,1,CMA CGM,Los Angeles,Hamburg,Perishables,Sea Freight,SMB,FOB,WH-Central,Analyst_E,22,21,0,1,1046.82,766.79,0.0,0,1
SHP-405490,2024-02-11,2024,2,1,Maersk,Busan,Toronto,Electronics,Road,Enterprise,FOB,WH-Central,Analyst_D,5,4,0,1,4564.89,1211.09,0.0,0,1
SHP-432872,2023-07-02,2023,7,3,XPO Logistics,Shanghai,Toronto,Machinery,Air Freight,Enterprise,FOB,WH-Central,Analyst_E,2,1,0,1,58826.13,7848.23,0.0,0,1
SHP-202260,2024-04-20,2024,4,2,UPS,Singapore,Mumbai,Electronics,Road,SMB,DDP,WH-East,Analyst_D,4,3,0,1,34876.63,2388.46,0.0,0,1
SHP-769689,2023-12-11,2023,12,4,XPO Logistics,New York,Hamburg,Perishables,Road,Startup,DDP,WH-Central,Analyst_A,4,13,9,0,1420.6,398.43,29.88,0,1
SHP-341569,2023-09-20,2023,9,3,DB Schenker,Tokyo,Hamburg,Machinery,Air Freight,SMB,DAP,WH-North,Analyst_E,4,11,7,0,1313.29,1057.24,29.6,0,1
SHP-928362,2022-11-13,2022,11,4,UPS,Los Angeles,Hamburg,Textiles,Road,SMB,DDP,WH-South,Analyst_E,6,6,0,1,41824.06,3476.25,0.0,0,1
SHP-310837,2022-08-15,2022,8,3,CMA CGM,Los Angeles,Toronto,Textiles,Rail,Government,FOB,WH-Central,Analyst_D,9,16,7,0,1374.44,539.34,12.58,0,1
SHP-350599,2024-03-22,2024,3,1,CMA CGM,New York,Dubai,Chemicals,Sea Freight,Enterprise,DAP,WH-Central,Analyst_B,23,33,10,0,14138.71,945.64,56.74,0,1
SHP-505810,2022-08-05,2022,8,3,DB Schenker,Tokyo,New York,Electronics,Road,SMB,CIF,WH-East,Analyst_E,4,4,0,1,2869.88,927.3,0.0,0,1
SHP-268223,2022-05-08,2022,5,2,UPS,London,Mumbai,Automotive,Air Freight,Enterprise,FOB,WH-East,Analyst_D,5,4,0,1,67938.13,9033.12,0.0,0,1
SHP-863327,2022-10-13,2022,10,4,DB Schenker,New York,Mumbai,Consumer Goods,Sea Freight,Startup,CIF,WH-West,Analyst_B,21,20,0,1,2306.09,723.42,0.0,0,1
SHP-762564,2023-11-03,2023,11,4,Maersk,London,Los Angeles,Automotive,Air Freight,Government,CIF,WH-South,Analyst_E,3,3,0,1,34722.5,5049.75,0.0,0,1
SHP-524531,2023-09-28,2023,9,3,Maersk,Busan,Sydney,Consumer Goods,Air Freight,Startup,FOB,WH-North,Analyst_B,2,6,4,0,8927.97,1415.75,18.88,0,1
SHP-991887,2022-08-31,2022,8,3,DHL,Dubai,New York,Pharma,Rail,Government,FOB,WH-East,Analyst_E,12,22,10,0,9821.8,1114.64,74.31,0,1
SHP-678033,2022-06-17,2022,6,2,CMA CGM,Dubai,Singapore,Machinery,Sea Freight,SMB,DDP,WH-North,Analyst_C,23,22,0,1,500.0,629.65,0.0,0,1
SHP-573832,2024-03-01,2024,3,1,Maersk,Dubai,Toronto,Textiles,Sea Freight,Startup,FOB,WH-Central,Analyst_D,23,23,0,1,500.0,240.54,0.0,0,1
SHP-828888,2024-04-18,2024,4,2,XPO Logistics,Hamburg,Los Angeles,Textiles,Rail,Government,DAP,WH-West,Analyst_C,12,11,0,1,5026.39,387.97,0.0,0,1
SHP-992750,2023-11-03,2023,11,4,Kuehne+Nagel,London,Dubai,Perishables,Air Freight,Enterprise,FOB,WH-East,Analyst_C,2,2,0,1,9748.47,2143.61,0.0,0,1
SHP-665413,2023-10-20,2023,10,4,DHL,Tokyo,New York,Electronics,Rail,Enterprise,EXW,WH-West,Analyst_D,9,8,0,1,1394.92,267.68,0.0,0,1
SHP-439439,2023-02-10,2023,2,1,FedEx,Tokyo,Tokyo,Chemicals,Road,Enterprise,EXW,WH-West,Analyst_D,4,4,0,1,1468.98,694.23,0.0,1,1
SHP-882016,2023-07-22,2023,7,3,DHL,London,Sydney,Chemicals,Air Freight,Enterprise,EXW,WH-West,Analyst_C,2,2,0,1,15223.67,2045.66,0.0,0,1
SHP-383108,2023-07-08,2023,7,3,XPO Logistics,Rotterdam,Los Angeles,Pharma,Air Freight,SMB,CIF,WH-Central,Analyst_D,4,4,0,1,15253.51,2075.6,0.0,1,1
SHP-318273,2023-07-03,2023,7,3,UPS,Singapore,New York,Pharma,Rail,SMB,DAP,WH-West,Analyst_D,9,9,0,1,5652.32,569.41,0.0,0,1
SHP-301990,2024-01-28,2024,1,1,FedEx,Tokyo,London,Consumer Goods,Sea Freight,Enterprise,DDP,WH-North,Analyst_B,22,21,0,1,20755.07,1402.88,0.0,0,0
SHP-520998,2023-11-20,2023,11,4,DB Schenker,Dubai,Singapore,Textiles,Rail,Government,EXW,WH-West,Analyst_B,10,9,0,1,1301.35,816.18,0.0,0,1
SHP-846039,2023-10-11,2023,10,4,DHL,Singapore,Toronto,Automotive,Rail,SMB,DDP,WH-West,Analyst_C,12,11,0,1,4149.07,1005.01,0.0,0,1
SHP-740679,2023-08-16,2023,8,3,DHL,Rotterdam,Dubai,Textiles,Road,SMB,FOB,WH-North,Analyst_B,6,5,0,1,70972.13,5133.39,0.0,0,1
SHP-925071,2022-05-08,2022,5,2,UPS,Tokyo,Toronto,Chemicals,Rail,Startup,CIF,WH-South,Analyst_D,12,11,0,1,7568.97,977.59,0.0,0,1
SHP-388015,2024-12-26,2024,12,4,Kuehne+Nagel,London,Hamburg,Chemicals,Sea Freight,Government,DAP,WH-East,Analyst_E,23,22,0,1,8217.2,1192.37,0.0,1,1
SHP-515261,2024-08-05,2024,8,3,Kuehne+Nagel,Dubai,Hamburg,Consumer Goods,Road,Government,CIF,WH-West,Analyst_E,4,4,0,1,180326.85,11381.55,0.0,0,0
SHP-652768,2023-04-26,2023,4,2,Kuehne+Nagel,Singapore,Hamburg,Machinery,Rail,Startup,EXW,WH-West,Analyst_D,10,10,0,1,945.9,978.89,0.0,0,1
SHP-415403,2024-04-22,2024,4,2,XPO Logistics,Shanghai,New York,Machinery,Rail,Government,FOB,WH-West,Analyst_E,11,11,0,1,21237.88,1516.7,0.0,0,1
SHP-188088,2022-12-01,2022,12,4,FedEx,London,Hamburg,Perishables,Air Freight,Enterprise,CIF,WH-Central,Analyst_C,4,3,0,1,72610.77,9711.21,0.0,0,1
SHP-381405,2023-03-16,2023,3,1,Kuehne+Nagel,Shanghai,Dubai,Chemicals,Rail,Startup,EXW,WH-North,Analyst_D,10,10,0,1,4335.86,633.14,0.0,0,1
SHP-544968,2022-05-18,2022,5,2,UPS,Tokyo,New York,Machinery,Road,Enterprise,DAP,WH-East,Analyst_E,7,7,0,1,23227.61,1801.44,0.0,0,1
SHP-104997,2024-01-11,2024,1,1,DB Schenker,Rotterdam,Toronto,Machinery,Air Freight,Government,EXW,WH-East,Analyst_D,5,5,0,1,1708.68,1105.85,0.0,0,1
SHP-762748,2024-11-15,2024,11,4,Maersk,London,London,Chemicals,Rail,Government,EXW,WH-Central,Analyst_E,9,11,2,0,2596.45,320.19,3.84,0,1
SHP-485173,2024-06-16,2024,6,2,UPS,Tokyo,Dubai,Perishables,Air Freight,Enterprise,CIF,WH-West,Analyst_A,1,1,0,1,11854.91,2370.27,0.0,0,1
SHP-447796,2023-07-22,2023,7,3,DHL,Dubai,Toronto,Automotive,Sea Freight,Enterprise,CIF,WH-East,Analyst_D,20,23,3,0,21302.27,988.59,14.83,0,1
SHP-214695,2024-01-01,2024,1,1,DHL,New York,London,Electronics,Rail,SMB,DDP,WH-Central,Analyst_B,10,10,0,1,33636.5,2667.63,0.0,0,1
SHP-377761,2023-12-03,2023,12,4,DHL,Los Angeles,Los Angeles,Textiles,Rail,Enterprise,FOB,WH-East,Analyst_E,12,12,0,1,63523.41,3869.76,0.0,1,1
SHP-811661,2024-04-01,2024,4,2,DB Schenker,Los Angeles,Sydney,Perishables,Road,Enterprise,DDP,WH-North,Analyst_D,5,5,0,1,6244.32,1166.84,0.0,0,1
SHP-375611,2023-03-30,2023,3,1,DHL,Shanghai,Los Angeles,Electronics,Air Freight,SMB,DDP,WH-North,Analyst_C,4,3,0,1,37285.06,5113.4,0.0,0,1
SHP-959193,2024-10-30,2024,10,4,DHL,Rotterdam,Dubai,Consumer Goods,Rail,Enterprise,FOB,WH-South,Analyst_A,10,9,0,1,4229.99,976.16,0.0,0,1
SHP-457807,2023-10-30,2023,10,4,Kuehne+Nagel,Hamburg,New York,Pharma,Road,Startup,EXW,WH-West,Analyst_E,6,5,0,1,24668.03,1827.86,0.0,1,1
SHP-438423,2022-08-09,2022,8,3,Maersk,Busan,Dubai,Perishables,Road,Enterprise,DDP,WH-North,Analyst_A,3,2,0,1,9218.91,679.86,0.0,0,1
SHP-920148,2022-05-07,2022,5,2,Kuehne+Nagel,Los Angeles,Singapore,Textiles,Air Freight,SMB,DAP,WH-East,Analyst_D,4,3,0,1,12919.92,2495.73,0.0,1,1
SHP-437346,2024-04-12,2024,4,2,XPO Logistics,New York,Tokyo,Perishables,Rail,Startup,DDP,WH-West,Analyst_D,9,8,0,1,12520.35,1390.83,0.0,0,1
SHP-777283,2022-05-25,2022,5,2,UPS,Shanghai,Hamburg,Machinery,Rail,Enterprise,EXW,WH-North,Analyst_A,11,11,0,1,707.07,293.9,0.0,0,1
SHP-185422,2024-05-24,2024,5,2,UPS,Singapore,New York,Chemicals,Air Freight,Startup,FOB,WH-North,Analyst_E,2,2,0,1,1397.05,651.16,0.0,0,1
SHP-823066,2023-07-05,2023,7,3,DHL,Rotterdam,New York,Electronics,Sea Freight,SMB,FOB,WH-South,Analyst_D,20,25,5,0,7945.02,1187.36,35.62,0,1
SHP-876055,2024-07-09,2024,7,3,XPO Logistics,Los Angeles,Dubai,Chemicals,Rail,SMB,FOB,WH-South,Analyst_C,11,14,3,0,629.0,574.2,10.34,1,1
SHP-828261,2022-08-12,2022,8,3,Kuehne+Nagel,Rotterdam,Toronto,Textiles,Road,Startup,DDP,WH-Central,Analyst_A,7,6,0,1,22310.8,1583.33,0.0,0,1
SHP-883321,2024-11-21,2024,11,4,Kuehne+Nagel,Busan,Hamburg,Automotive,Sea Freight,Enterprise,DAP,WH-South,Analyst_A,23,30,7,0,23623.44,1129.83,39.54,1,1
SHP-699955,2022-05-03,2022,5,2,DHL,Dubai,Toronto,Automotive,Air Freight,Enterprise,EXW,WH-Central,Analyst_B,2,2,0,1,10922.72,1464.95,0.0,0,1
SHP-666694,2024-06-28,2024,6,2,Kuehne+Nagel,Los Angeles,Hamburg,Machinery,Road,Enterprise,EXW,WH-West,Analyst_B,4,4,0,1,1402.98,309.72,0.0,0,1
SHP-969835,2024-10-05,2024,10,4,FedEx,London,Sydney,Textiles,Rail,SMB,CIF,WH-Central,Analyst_A,11,11,0,1,48564.93,2769.45,0.0,0,1
SHP-721275,2023-09-20,2023,9,3,CMA CGM,New York,Tokyo,Electronics,Sea Freight,Enterprise,DDP,WH-North,Analyst_B,20,27,7,0,123220.1,5337.81,224.19,0,1
SHP-506011,2022-03-25,2022,3,1,DB Schenker,Hamburg,Tokyo,Automotive,Road,Government,CIF,WH-Central,Analyst_E,7,6,0,1,8462.57,1463.7,0.0,0,1
SHP-211198,2024-05-04,2024,5,2,UPS,Hamburg,Hamburg,Electronics,Road,Enterprise,DDP,WH-North,Analyst_E,5,4,0,1,14163.57,1416.2,0.0,0,1
SHP-100489,2024-10-20,2024,10,4,DHL,Singapore,Sydney,Chemicals,Sea Freight,Startup,DDP,WH-West,Analyst_B,20,19,0,1,9144.1,1040.33,0.0,1,1
SHP-407730,2023-06-27,2023,6,2,Maersk,Dubai,New York,Chemicals,Rail,Government,DAP,WH-West,Analyst_E,9,9,0,1,14567.28,1315.55,0.0,0,1
SHP-929525,2024-01-08,2024,1,1,Maersk,Dubai,Dubai,Textiles,Road,Enterprise,CIF,WH-South,Analyst_E,4,3,0,1,5799.84,744.15,0.0,1,1
SHP-967215,2022-07-22,2022,7,3,DHL,Hamburg,London,Electronics,Air Freight,Startup,DAP,WH-Central,Analyst_E,5,14,9,0,6542.16,927.11,50.06,0,1
SHP-819593,2023-06-05,2023,6,2,Kuehne+Nagel,Hamburg,Hamburg,Textiles,Road,Enterprise,CIF,WH-West,Analyst_D,7,7,0,1,24795.11,2106.18,0.0,0,1
SHP-419534,2023-08-30,2023,8,3,XPO Logistics,Tokyo,Los Angeles,Pharma,Rail,Startup,DDP,WH-East,Analyst_E,11,15,4,0,183500.0,10147.36,270.6,0,1
SHP-337863,2024-12-25,2024,12,4,XPO Logistics,Hamburg,Los Angeles,Chemicals,Road,Government,DAP,WH-Central,Analyst_D,4,4,0,1,944.92,176.87,0.0,1,1
SHP-665283,2022-06-13,2022,6,2,XPO Logistics,Los Angeles,Los Angeles,Pharma,Sea Freight,SMB,DAP,WH-South,Analyst_E,23,22,0,1,5930.7,1203.3,0.0,0,1
SHP-945794,2024-11-11,2024,11,4,FedEx,Los Angeles,Los Angeles,Electronics,Rail,Enterprise,DDP,WH-East,Analyst_C,11,17,6,0,1289.86,708.59,25.51,0,1
SHP-876541,2022-06-19,2022,6,2,Maersk,Busan,Tokyo,Automotive,Air Freight,Enterprise,CIF,WH-South,Analyst_C,2,2,0,1,65571.69,8721.54,0.0,0,1
SHP-149896,2022-08-05,2022,8,3,DB Schenker,London,Tokyo,Automotive,Rail,SMB,DAP,WH-East,Analyst_B,12,34,22,0,2987.45,494.38,54.38,0,1
SHP-282766,2022-08-04,2022,8,3,Maersk,Rotterdam,Hamburg,Electronics,Rail,Government,FOB,WH-Central,Analyst_C,10,10,0,1,888.9,824.57,0.0,0,1
SHP-402416,2022-07-05,2022,7,3,DB Schenker,London,Toronto,Electronics,Air Freight,SMB,DDP,WH-West,Analyst_B,4,4,0,1,16971.84,2344.7,0.0,0,1
SHP-900793,2024-01-07,2024,1,1,CMA CGM,Tokyo,Singapore,Textiles,Sea Freight,SMB,EXW,WH-East,Analyst_B,21,20,0,1,81364.05,3562.24,0.0,0,1
SHP-667618,2024-03-25,2024,3,1,Kuehne+Nagel,New York,Mumbai,Machinery,Air Freight,Enterprise,DDP,WH-West,Analyst_C,4,3,0,1,17594.09,2949.68,0.0,0,1
SHP-224134,2023-08-11,2023,8,3,DHL,Los Angeles,Singapore,Chemicals,Air Freight,SMB,FOB,WH-South,Analyst_E,2,1,0,1,9183.82,1723.9,0.0,0,0
SHP-843550,2024-11-07,2024,11,4,FedEx,Busan,London,Electronics,Road,SMB,FOB,WH-Central,Analyst_E,6,6,0,1,12268.04,1168.31,0.0,0,1
SHP-740389,2022-12-16,2022,12,4,UPS,New York,Los Angeles,Pharma,Road,Startup,CIF,WH-North,Analyst_E,7,7,0,1,51012.67,3802.49,0.0,0,1
SHP-824678,2022-01-05,2022,1,1,DB Schenker,Tokyo,Dubai,Machinery,Road,SMB,FOB,WH-East,Analyst_C,4,3,0,1,1990.74,221.13,0.0,0,1
SHP-644580,2024-11-02,2024,11,4,DB Schenker,Shanghai,Dubai,Automotive,Rail,Government,DDP,WH-North,Analyst_E,10,9,0,1,5863.56,789.33,0.0,0,1
SHP-841913,2022-09-15,2022,9,3,UPS,Rotterdam,London,Pharma,Road,Enterprise,CIF,WH-North,Analyst_B,5,5,0,1,3617.5,999.87,0.0,0,1
SHP-761178,2022-06-17,2022,6,2,Maersk,New York,Sydney,Machinery,Rail,SMB,EXW,WH-North,Analyst_A,12,12,0,1,1313.09,268.3,0.0,0,1
SHP-104364,2024-07-31,2024,7,3,XPO Logistics,Hamburg,Sydney,Consumer Goods,Road,Startup,EXW,WH-Central,Analyst_B,5,6,1,0,4314.31,686.61,2.29,0,1
SHP-978527,2024-05-01,2024,5,2,UPS,Busan,Dubai,Electronics,Road,Government,FOB,WH-South,Analyst_A,5,4,0,1,33012.47,2958.37,0.0,0,1
SHP-670530,2022-02-13,2022,2,1,Maersk,Singapore,New York,Chemicals,Air Freight,Enterprise,FOB,WH-North,Analyst_D,3,3,0,1,15334.73,2724.54,0.0,1,1
SHP-709519,2024-09-22,2024,9,3,UPS,Singapore,Dubai,Perishables,Rail,Enterprise,FOB,WH-North,Analyst_C,11,11,0,1,17119.75,1082.12,0.0,0,1
SHP-499688,2024-06-21,2024,6,2,DHL,London,Singapore,Pharma,Road,Enterprise,DAP,WH-North,Analyst_E,4,3,0,1,8455.36,682.17,0.0,0,1
SHP-175439,2022-08-27,2022,8,3,Maersk,Dubai,Los Angeles,Consumer Goods,Road,SMB,EXW,WH-Central,Analyst_D,7,7,0,1,14422.57,1467.61,0.0,0,1
SHP-880171,2024-01-09,2024,1,1,Maersk,Rotterdam,New York,Machinery,Sea Freight,Startup,DAP,WH-North,Analyst_A,21,30,9,0,2209.59,747.43,26.91,0,1
SHP-207586,2022-09-27,2022,9,3,XPO Logistics,Dubai,Dubai,Machinery,Sea Freight,Startup,DDP,WH-West,Analyst_C,22,32,10,0,4431.19,706.97,28.28,0,1
SHP-990209,2022-05-30,2022,5,2,UPS,Singapore,Singapore,Chemicals,Rail,Startup,FOB,WH-East,Analyst_E,12,11,0,1,9018.83,848.81,0.0,0,1
SHP-287366,2024-11-16,2024,11,4,DB Schenker,Tokyo,Dubai,Textiles,Road,Startup,DDP,WH-East,Analyst_D,5,25,20,0,10180.61,790.65,52.71,0,1
SHP-605945,2022-04-09,2022,4,2,FedEx,Tokyo,Mumbai,Electronics,Rail,Government,DDP,WH-North,Analyst_B,9,8,0,1,10815.18,1278.27,0.0,0,1
SHP-220364,2022-12-31,2022,12,4,DHL,Tokyo,Mumbai,Consumer Goods,Rail,Enterprise,FOB,WH-Central,Analyst_E,9,9,0,1,5647.56,416.19,0.0,0,1
SHP-329591,2023-12-06,2023,12,4,Maersk,Dubai,London,Automotive,Air Freight,Government,CIF,WH-North,Analyst_A,3,2,0,1,4024.64,952.06,0.0,0,1
SHP-723611,2024-12-30,2024,12,4,FedEx,New York,Sydney,Chemicals,Road,SMB,DAP,WH-South,Analyst_C,6,5,0,1,183500.0,11364.06,0.0,0,1
SHP-646383,2024-10-20,2024,10,4,DB Schenker,Rotterdam,Tokyo,Chemicals,Road,Startup,FOB,WH-Central,Analyst_A,6,5,0,1,24832.72,1845.61,0.0,0,1
SHP-693125,2022-09-12,2022,9,3,UPS,Rotterdam,Toronto,Pharma,Rail,Startup,CIF,WH-West,Analyst_D,12,13,1,0,12337.89,911.49,6.08,0,1
SHP-754173,2022-12-20,2022,12,4,FedEx,Los Angeles,Toronto,Textiles,Rail,Startup,CIF,WH-Central,Analyst_D,9,9,0,1,4937.15,585.51,0.0,0,1
SHP-846055,2023-12-19,2023,12,4,FedEx,Busan,Sydney,Textiles,Air Freight,Startup,DDP,WH-North,Analyst_A,3,3,0,1,3625.05,734.4,0.0,0,1
SHP-396813,2022-01-10,2022,1,1,CMA CGM,Rotterdam,London,Pharma,Rail,SMB,CIF,WH-South,Analyst_D,12,12,0,1,5708.18,849.73,0.0,0,0
SHP-461512,2024-03-07,2024,3,1,UPS,Singapore,Tokyo,Consumer Goods,Rail,Startup,CIF,WH-East,Analyst_C,10,9,0,1,10403.93,1498.06,0.0,0,0
SHP-734488,2022-12-05,2022,12,4,UPS,Rotterdam,Mumbai,Chemicals,Road,Startup,EXW,WH-Central,Analyst_E,7,7,0,1,500.0,892.49,0.0,1,1
SHP-159990,2023-02-10,2023,2,1,Kuehne+Nagel,New York,Singapore,Pharma,Air Freight,Enterprise,DAP,WH-Central,Analyst_C,5,4,0,1,743.36,333.35,0.0,0,1
SHP-475190,2023-06-02,2023,6,2,Kuehne+Nagel,Singapore,Singapore,Textiles,Sea Freight,Enterprise,CIF,WH-Central,Analyst_A,20,19,0,1,2786.49,802.44,0.0,0,1
SHP-833287,2024-09-15,2024,9,3,XPO Logistics,Rotterdam,Tokyo,Chemicals,Rail,SMB,EXW,WH-Central,Analyst_B,10,10,0,1,9214.34,1172.2,0.0,0,1
SHP-154563,2024-10-09,2024,10,4,DB Schenker,Tokyo,New York,Automotive,Air Freight,Government,DDP,WH-West,Analyst_E,5,5,0,1,4894.9,1374.14,0.0,0,1
SHP-706575,2022-03-19,2022,3,1,UPS,Los Angeles,Sydney,Consumer Goods,Rail,Startup,EXW,WH-North,Analyst_C,10,9,0,1,55798.25,3271.92,0.0,0,1
SHP-783909,2022-10-10,2022,10,4,Maersk,Hamburg,Los Angeles,Perishables,Air Freight,Government,FOB,WH-South,Analyst_E,2,1,0,1,840.88,944.44,0.0,0,1
