Transaction_ID,Date,Year,Month,Quarter,Department,Category,Transaction_Type,Source_System,Region,Currency,Analyst,Expected_Amount,Actual_Amount,Discrepancy,Discrepancy_Pct,Status
TXN-008968,2023-08-15,2023,Aug,Q3,Marketing,Accounts Receivable,Credit,Manual Entry,Asia Pacific,EUR,E. Nwosu,44781.91,44756.67,-25.24,-0.06,Reconciled
TXN-008969,2022-03-23,2022,Mar,Q1,Logistics,Capital Expenditure,Debit,ERP System,North America,USD,G. Asante,82340.2,82266.14,-74.06,-0.09,Reconciled
TXN-008970,2022-05-15,2022,May,Q2,IT,Capital Expenditure,Debit,Manual Entry,Asia Pacific,USD,C. Eze,583266.84,583186.44,-80.4,-0.01,Reconciled
TXN-008971,2024-05-05,2024,May,Q2,Marketing,Cost of Goods Sold,Debit,POS System,Europe,EUR,B. Mensah,182575.57,182428.2,-147.37,-0.08,Reconciled
TXN-008972,2023-03-16,2023,Mar,Q1,Sales,Operating Expense,Debit,Bank Statement,Middle East & Africa,USD,A. Okafor,38206.3,34808.08,-3398.22,-8.89,Flagged
TXN-008973,2024-12-15,2024,Dec,Q4,Procurement,Revenue,Credit,Third-Party API,Asia Pacific,USD,C. Eze,246567.73,245988.96,-578.77,-0.23,Reconciled
TXN-008974,2023-11-28,2023,Nov,Q4,Marketing,Payroll,Debit,Bank Statement,Asia Pacific,EUR,H. Balogun,73394.15,73440.46,46.31,0.06,Reconciled
TXN-008975,2023-02-23,2023,Feb,Q1,Operations,Operating Expense,Debit,Manual Entry,Middle East & Africa,USD,A. Okafor,46795.07,46770.54,-24.53,-0.05,Reconciled
TXN-008976,2022-03-29,2022,Mar,Q1,Logistics,Cost of Goods Sold,Debit,ERP System,North America,GBP,G. Asante,12419.18,12439.18,20.0,0.16,Reconciled
TXN-008977,2023-10-18,2023,Oct,Q4,IT,Revenue,Credit,Bank Statement,Latin America,USD,A. Okafor,252696.87,285203.09,32506.22,12.86,Flagged
TXN-008978,2024-10-28,2024,Oct,Q4,Logistics,Accounts Receivable,Credit,Manual Entry,North America,NGN,B. Mensah,74755.2,70170.89,-4584.31,-6.13,Flagged
TXN-008979,2022-08-03,2022,Aug,Q3,Marketing,Payroll,Debit,Third-Party API,North America,AUD,H. Balogun,11260.68,11020.24,-240.44,-2.14,Under Review
TXN-008980,2023-07-06,2023,Jul,Q3,Procurement,Cost of Goods Sold,Debit,Bank Statement,Middle East & Africa,USD,B. Mensah,198038.98,198333.55,294.57,0.15,Reconciled
TXN-008981,2023-05-18,2023,May,Q2,HR,Operating Expense,Debit,Manual Entry,Europe,USD,G. Asante,31767.81,31778.95,11.14,0.04,Reconciled
TXN-008982,2023-11-30,2023,Nov,Q4,Logistics,Operating Expense,Debit,POS System,North America,USD,F. Diallo,41675.35,41667.11,-8.24,-0.02,Reconciled
TXN-008983,2022-09-02,2022,Sep,Q3,Sales,Accounts Payable,Debit,Bank Statement,North America,USD,D. Adeyemi,40118.98,40194.35,75.37,0.19,Reconciled
TXN-008984,2022-11-05,2022,Nov,Q4,IT,Cost of Goods Sold,Debit,ERP System,North America,AUD,H. Balogun,82857.38,82923.67,66.29,0.08,Reconciled
TXN-008985,2022-08-19,2022,Aug,Q3,IT,Accounts Payable,Debit,ERP System,Europe,USD,C. Eze,23557.88,23555.23,-2.65,-0.01,Reconciled
TXN-008986,2022-06-04,2022,Jun,Q2,Finance,Cost of Goods Sold,Debit,POS System,North America,GBP,F. Diallo,166632.27,166502.77,-129.5,-0.08,Reconciled
TXN-008987,2024-04-27,2024,Apr,Q2,Procurement,Accounts Payable,Debit,ERP System,North America,USD,D. Adeyemi,34195.28,34208.75,13.47,0.04,Reconciled
TXN-008988,2022-04-25,2022,Apr,Q2,Logistics,Accounts Receivable,Credit,ERP System,Middle East & Africa,USD,C. Eze,64391.93,65084.53,692.6,1.08,Under Review
TXN-008989,2022-11-07,2022,Nov,Q4,IT,Tax & Compliance,Debit,Third-Party API,Asia Pacific,EUR,B. Mensah,41488.22,41477.0,-11.22,-0.03,Reconciled
TXN-008990,2024-09-19,2024,Sep,Q3,IT,Accounts Receivable,Credit,POS System,North America,USD,A. Okafor,95754.11,94686.76,-1067.35,-1.11,Under Review
TXN-008991,2022-10-27,2022,Oct,Q4,Sales,Capital Expenditure,Debit,Manual Entry,North America,USD,C. Eze,358674.51,370256.16,11581.65,3.23,Under Review
TXN-008992,2024-11-07,2024,Nov,Q4,Finance,Revenue,Credit,ERP System,Asia Pacific,USD,B. Mensah,364407.22,365287.73,880.51,0.24,Reconciled
TXN-008993,2024-02-23,2024,Feb,Q1,IT,Accounts Receivable,Credit,ERP System,Middle East & Africa,EUR,H. Balogun,107170.82,107056.53,-114.29,-0.11,Reconciled
TXN-008994,2022-01-12,2022,Jan,Q1,Logistics,Cost of Goods Sold,Debit,Bank Statement,Europe,USD,F. Diallo,163131.15,168359.56,5228.41,3.21,Under Review
TXN-008995,2022-08-20,2022,Aug,Q3,IT,Operating Expense,Debit,POS System,Middle East & Africa,USD,A. Okafor,43487.62,43527.21,39.59,0.09,Reconciled
TXN-008996,2024-08-12,2024,Aug,Q3,Sales,Operating Expense,Debit,POS System,Latin America,USD,B. Mensah,14304.95,13731.07,-573.88,-4.01,Under Review
TXN-008997,2023-12-31,2023,Dec,Q4,Logistics,Operating Expense,Debit,Bank Statement,Europe,EUR,C. Eze,60120.52,59483.72,-636.8,-1.06,Under Review
TXN-008998,2024-10-14,2024,Oct,Q4,Marketing,Accounts Payable,Debit,Bank Statement,Latin America,AUD,H. Balogun,1751.86,1750.5,-1.36,-0.08,Reconciled
TXN-008999,2024-09-25,2024,Sep,Q3,Sales,Cost of Goods Sold,Debit,Bank Statement,North America,EUR,E. Nwosu,140681.27,139779.23,-902.04,-0.64,Under Review
TXN-009000,2022-10-30,2022,Oct,Q4,Marketing,Payroll,Debit,ERP System,Asia Pacific,USD,H. Balogun,43007.2,42956.44,-50.76,-0.12,Reconciled
TXN-009001,2023-06-25,2023,Jun,Q2,HR,Operating Expense,Debit,ERP System,Europe,USD,C. Eze,79291.11,79277.25,-13.86,-0.02,Reconciled
TXN-009002,2023-04-15,2023,Apr,Q2,Procurement,Accounts Receivable,Credit,Manual Entry,North America,USD,A. Okafor,35077.16,35042.6,-34.56,-0.1,Reconciled
TXN-009003,2024-03-23,2024,Mar,Q1,Logistics,Revenue,Credit,ERP System,Latin America,NGN,B. Mensah,184172.0,184143.46,-28.54,-0.02,Reconciled
TXN-009004,2022-03-18,2022,Mar,Q1,Marketing,Revenue,Credit,Third-Party API,Middle East & Africa,USD,H. Balogun,90898.62,90812.97,-85.65,-0.09,Reconciled
TXN-009005,2024-10-16,2024,Oct,Q4,HR,Revenue,Credit,ERP System,Asia Pacific,USD,C. Eze,237367.1,237289.38,-77.72,-0.03,Reconciled
TXN-009006,2022-01-24,2022,Jan,Q1,Operations,Capital Expenditure,Debit,Manual Entry,Middle East & Africa,GBP,H. Balogun,245014.21,250789.81,5775.6,2.36,Under Review
TXN-009007,2024-11-04,2024,Nov,Q4,Logistics,Revenue,Credit,Manual Entry,Europe,USD,A. Okafor,143328.14,136418.01,-6910.13,-4.82,Under Review
TXN-009008,2023-11-07,2023,Nov,Q4,IT,Payroll,Debit,Manual Entry,Asia Pacific,GBP,F. Diallo,4350.79,4341.1,-9.69,-0.22,Reconciled
TXN-009009,2023-06-09,2023,Jun,Q2,Logistics,Capital Expenditure,Debit,ERP System,North America,USD,C. Eze,175308.3,175199.78,-108.52,-0.06,Reconciled
TXN-009010,2022-12-13,2022,Dec,Q4,Sales,Revenue,Credit,ERP System,Europe,NGN,H. Balogun,176805.44,176850.05,44.61,0.03,Reconciled
TXN-009011,2022-06-21,2022,Jun,Q2,Logistics,Accounts Receivable,Credit,ERP System,North America,NGN,C. Eze,16021.68,16012.22,-9.46,-0.06,Reconciled
TXN-009012,2023-12-13,2023,Dec,Q4,Marketing,Cost of Goods Sold,Debit,Manual Entry,Latin America,NGN,C. Eze,107395.34,107570.16,174.82,0.16,Reconciled
TXN-009013,2023-05-04,2023,May,Q2,Procurement,Accounts Payable,Debit,Manual Entry,Europe,NGN,D. Adeyemi,82871.29,78941.76,-3929.53,-4.74,Under Review
TXN-009014,2023-01-13,2023,Jan,Q1,Marketing,Accounts Payable,Debit,Bank Statement,Europe,NGN,C. Eze,60642.72,60685.55,42.83,0.07,Reconciled
TXN-009015,2023-01-07,2023,Jan,Q1,Operations,Operating Expense,Debit,Manual Entry,Latin America,USD,A. Okafor,2060.84,2061.25,0.41,0.02,Reconciled
TXN-009016,2024-09-26,2024,Sep,Q3,IT,Payroll,Debit,Third-Party API,Latin America,USD,D. Adeyemi,86986.38,87164.42,178.04,0.2,Reconciled
TXN-009017,2024-09-03,2024,Sep,Q3,Operations,Tax & Compliance,Debit,ERP System,Asia Pacific,AUD,D. Adeyemi,37920.13,37963.39,43.26,0.11,Reconciled
TXN-009018,2024-01-27,2024,Jan,Q1,Logistics,Operating Expense,Debit,Bank Statement,Middle East & Africa,USD,H. Balogun,58997.1,58927.16,-69.94,-0.12,Reconciled
TXN-009019,2023-04-22,2023,Apr,Q2,HR,Operating Expense,Debit,ERP System,Latin America,AUD,C. Eze,5136.51,5134.69,-1.82,-0.04,Reconciled
TXN-009020,2023-01-17,2023,Jan,Q1,Operations,Accounts Payable,Debit,ERP System,Latin America,USD,G. Asante,46833.45,46773.96,-59.49,-0.13,Reconciled
TXN-009021,2022-06-04,2022,Jun,Q2,Logistics,Cost of Goods Sold,Debit,Bank Statement,Latin America,NGN,E. Nwosu,12951.83,12926.09,-25.74,-0.2,Reconciled
TXN-009022,2022-09-14,2022,Sep,Q3,Marketing,Accounts Payable,Debit,Manual Entry,North America,NGN,G. Asante,58345.18,58336.7,-8.48,-0.01,Reconciled
TXN-009023,2023-11-05,2023,Nov,Q4,Finance,Cost of Goods Sold,Debit,ERP System,Asia Pacific,USD,B. Mensah,110129.57,110139.76,10.19,0.01,Reconciled
TXN-009024,2022-03-09,2022,Mar,Q1,Finance,Capital Expenditure,Debit,Manual Entry,Latin America,USD,E. Nwosu,534027.15,555245.89,21218.74,3.97,Under Review
TXN-009025,2022-12-10,2022,Dec,Q4,Finance,Cost of Goods Sold,Debit,ERP System,North America,AUD,A. Okafor,147003.66,147185.05,181.39,0.12,Reconciled
TXN-009026,2023-11-04,2023,Nov,Q4,IT,Accounts Receivable,Credit,Manual Entry,Asia Pacific,EUR,E. Nwosu,112260.81,112417.48,156.67,0.14,Reconciled
TXN-009027,2023-01-26,2023,Jan,Q1,Operations,Payroll,Debit,Third-Party API,Latin America,GBP,G. Asante,13969.51,13973.73,4.22,0.03,Reconciled
TXN-009028,2022-09-16,2022,Sep,Q3,IT,Payroll,Debit,POS System,Asia Pacific,USD,A. Okafor,34307.43,34323.25,15.82,0.05,Reconciled
TXN-009029,2022-11-03,2022,Nov,Q4,IT,Cost of Goods Sold,Debit,Third-Party API,Europe,AUD,C. Eze,118108.3,117994.75,-113.55,-0.1,Reconciled
TXN-009030,2024-08-07,2024,Aug,Q3,Sales,Payroll,Debit,Manual Entry,Middle East & Africa,USD,D. Adeyemi,6605.88,6617.85,11.97,0.18,Reconciled
TXN-009031,2024-08-27,2024,Aug,Q3,Procurement,Revenue,Credit,Third-Party API,Latin America,USD,C. Eze,72086.56,72232.67,146.11,0.2,Reconciled
TXN-009032,2022-09-03,2022,Sep,Q3,Finance,Revenue,Credit,Manual Entry,North America,AUD,A. Okafor,113935.42,114048.87,113.45,0.1,Reconciled
TXN-009033,2024-01-03,2024,Jan,Q1,Logistics,Cost of Goods Sold,Debit,Bank Statement,North America,USD,B. Mensah,34183.53,34213.77,30.24,0.09,Reconciled
TXN-009034,2022-07-06,2022,Jul,Q3,Finance,Accounts Receivable,Credit,Third-Party API,Asia Pacific,GBP,D. Adeyemi,94061.09,93989.58,-71.51,-0.08,Reconciled
TXN-009035,2024-07-13,2024,Jul,Q3,Finance,Operating Expense,Debit,ERP System,Middle East & Africa,NGN,D. Adeyemi,10343.95,10338.47,-5.48,-0.05,Reconciled
TXN-009036,2024-02-24,2024,Feb,Q1,HR,Operating Expense,Debit,Third-Party API,Middle East & Africa,GBP,H. Balogun,55793.56,55766.46,-27.1,-0.05,Reconciled
TXN-009037,2023-02-12,2023,Feb,Q1,HR,Accounts Payable,Debit,POS System,Asia Pacific,USD,C. Eze,61134.65,61183.13,48.48,0.08,Reconciled
TXN-009038,2022-12-07,2022,Dec,Q4,Marketing,Tax & Compliance,Debit,POS System,Latin America,USD,A. Okafor,39490.22,39463.12,-27.1,-0.07,Reconciled
TXN-009039,2023-07-17,2023,Jul,Q3,Marketing,Tax & Compliance,Debit,POS System,Asia Pacific,GBP,H. Balogun,20474.56,20459.17,-15.39,-0.08,Reconciled
TXN-009040,2023-10-13,2023,Oct,Q4,Finance,Payroll,Debit,ERP System,Europe,USD,H. Balogun,124866.72,124974.34,107.62,0.09,Reconciled
TXN-009041,2024-08-09,2024,Aug,Q3,Finance,Revenue,Credit,ERP System,Asia Pacific,NGN,F. Diallo,112688.91,117734.53,5045.62,4.48,Under Review
TXN-009042,2024-11-28,2024,Nov,Q4,IT,Operating Expense,Debit,Bank Statement,Middle East & Africa,USD,H. Balogun,29522.2,29561.78,39.58,0.13,Reconciled
TXN-009043,2022-03-10,2022,Mar,Q1,HR,Accounts Receivable,Credit,Bank Statement,Latin America,USD,G. Asante,106516.73,106608.88,92.15,0.09,Reconciled
TXN-009044,2023-01-16,2023,Jan,Q1,Procurement,Accounts Receivable,Credit,Bank Statement,Middle East & Africa,USD,B. Mensah,78338.68,78367.75,29.07,0.04,Reconciled
TXN-009045,2022-02-26,2022,Feb,Q1,Sales,Operating Expense,Debit,Bank Statement,Asia Pacific,USD,B. Mensah,34626.01,34668.18,42.17,0.12,Reconciled
TXN-009046,2024-04-29,2024,Apr,Q2,Procurement,Revenue,Credit,Third-Party API,North America,GBP,E. Nwosu,220029.71,219933.26,-96.45,-0.04,Reconciled
TXN-009047,2024-07-04,2024,Jul,Q3,IT,Operating Expense,Debit,Bank Statement,Asia Pacific,NGN,C. Eze,9319.97,9312.72,-7.25,-0.08,Reconciled
TXN-009048,2022-11-21,2022,Nov,Q4,Sales,Cost of Goods Sold,Debit,Third-Party API,Middle East & Africa,USD,C. Eze,16236.53,16224.56,-11.97,-0.07,Reconciled
TXN-009049,2023-04-06,2023,Apr,Q2,Operations,Cost of Goods Sold,Debit,ERP System,North America,EUR,A. Okafor,47226.8,47221.94,-4.86,-0.01,Reconciled
TXN-009050,2022-06-28,2022,Jun,Q2,Operations,Cost of Goods Sold,Debit,Bank Statement,Europe,USD,D. Adeyemi,83712.13,76139.65,-7572.48,-9.05,Flagged
TXN-009051,2024-04-23,2024,Apr,Q2,Procurement,Revenue,Credit,ERP System,North America,EUR,A. Okafor,96207.72,96100.21,-107.51,-0.11,Reconciled
TXN-009052,2023-07-28,2023,Jul,Q3,HR,Revenue,Credit,POS System,Europe,USD,B. Mensah,28091.93,28083.85,-8.08,-0.03,Reconciled
TXN-009053,2022-04-29,2022,Apr,Q2,Marketing,Operating Expense,Debit,Bank Statement,Asia Pacific,EUR,G. Asante,46067.38,46097.49,30.11,0.07,Reconciled
TXN-009054,2023-07-03,2023,Jul,Q3,Marketing,Cost of Goods Sold,Debit,Bank Statement,North America,USD,G. Asante,171401.08,191838.68,20437.6,11.92,Flagged
TXN-009055,2023-10-08,2023,Oct,Q4,Finance,Cost of Goods Sold,Debit,Third-Party API,Asia Pacific,EUR,B. Mensah,106995.65,106952.31,-43.34,-0.04,Reconciled
TXN-009056,2022-01-26,2022,Jan,Q1,Logistics,Cost of Goods Sold,Debit,Third-Party API,Middle East & Africa,USD,C. Eze,117595.53,117745.36,149.83,0.13,Reconciled
TXN-009057,2024-10-28,2024,Oct,Q4,Operations,Operating Expense,Debit,POS System,Middle East & Africa,GBP,B. Mensah,59656.71,59689.14,32.43,0.05,Reconciled
TXN-009058,2024-08-26,2024,Aug,Q3,Logistics,Capital Expenditure,Debit,Third-Party API,Middle East & Africa,USD,G. Asante,272249.75,272765.83,516.08,0.19,Reconciled
TXN-009059,2023-06-17,2023,Jun,Q2,IT,Tax & Compliance,Debit,Bank Statement,Asia Pacific,USD,C. Eze,27926.23,27962.24,36.01,0.13,Reconciled
TXN-009060,2022-05-29,2022,May,Q2,Marketing,Accounts Receivable,Credit,Bank Statement,Asia Pacific,GBP,F. Diallo,28905.38,28870.48,-34.9,-0.12,Reconciled
TXN-009061,2024-11-14,2024,Nov,Q4,HR,Accounts Receivable,Credit,Manual Entry,North America,EUR,D. Adeyemi,111047.34,111002.21,-45.13,-0.04,Reconciled
TXN-009062,2023-10-17,2023,Oct,Q4,HR,Operating Expense,Debit,ERP System,North America,EUR,E. Nwosu,41028.26,39090.12,-1938.14,-4.72,Under Review
TXN-009063,2024-08-02,2024,Aug,Q3,Sales,Accounts Payable,Debit,ERP System,Latin America,USD,A. Okafor,4810.44,4184.71,-625.73,-13.01,Flagged
TXN-009064,2023-07-09,2023,Jul,Q3,Operations,Cost of Goods Sold,Debit,Third-Party API,Latin America,GBP,H. Balogun,68164.35,68198.81,34.46,0.05,Reconciled
TXN-009065,2023-03-01,2023,Mar,Q1,Procurement,Cost of Goods Sold,Debit,Manual Entry,North America,EUR,A. Okafor,90591.16,88006.69,-2584.47,-2.85,Under Review
TXN-009066,2022-10-20,2022,Oct,Q4,IT,Capital Expenditure,Debit,ERP System,Middle East & Africa,USD,C. Eze,295661.67,295828.05,166.38,0.06,Reconciled
TXN-009067,2023-07-08,2023,Jul,Q3,HR,Cost of Goods Sold,Debit,Manual Entry,Asia Pacific,EUR,C. Eze,114478.86,114556.04,77.18,0.07,Reconciled
TXN-009068,2023-03-07,2023,Mar,Q1,Procurement,Operating Expense,Debit,Bank Statement,North America,USD,C. Eze,12278.59,12572.73,294.14,2.4,Under Review
TXN-009069,2023-08-27,2023,Aug,Q3,Procurement,Cost of Goods Sold,Debit,ERP System,Asia Pacific,GBP,B. Mensah,17569.21,18776.06,1206.85,6.87,Flagged
TXN-009070,2022-11-13,2022,Nov,Q4,IT,Cost of Goods Sold,Debit,ERP System,Asia Pacific,NGN,A. Okafor,27297.17,27257.63,-39.54,-0.14,Reconciled
TXN-009071,2023-02-02,2023,Feb,Q1,Operations,Revenue,Credit,Bank Statement,Europe,EUR,D. Adeyemi,351914.11,343564.16,-8349.95,-2.37,Under Review
TXN-009072,2023-08-19,2023,Aug,Q3,IT,Payroll,Debit,POS System,Latin America,AUD,C. Eze,137740.32,137731.87,-8.45,-0.01,Reconciled
TXN-009073,2023-06-30,2023,Jun,Q2,Procurement,Revenue,Credit,POS System,Latin America,NGN,E. Nwosu,472708.04,519513.42,46805.38,9.9,Flagged
TXN-009074,2022-03-17,2022,Mar,Q1,Marketing,Capital Expenditure,Debit,Bank Statement,Latin America,AUD,H. Balogun,362132.93,362282.64,149.71,0.04,Reconciled
TXN-009075,2024-05-14,2024,May,Q2,Procurement,Accounts Receivable,Credit,Third-Party API,North America,NGN,A. Okafor,15874.29,15791.69,-82.6,-0.52,Under Review
TXN-009076,2024-07-04,2024,Jul,Q3,Finance,Operating Expense,Debit,Bank Statement,North America,EUR,G. Asante,16397.77,16281.05,-116.72,-0.71,Under Review
TXN-009077,2023-12-10,2023,Dec,Q4,Marketing,Operating Expense,Debit,Bank Statement,Asia Pacific,USD,F. Diallo,9461.23,9461.63,0.4,0.0,Reconciled
TXN-009078,2023-05-01,2023,May,Q2,Marketing,Payroll,Debit,ERP System,Middle East & Africa,USD,C. Eze,146961.64,147062.5,100.86,0.07,Reconciled
TXN-009079,2024-01-17,2024,Jan,Q1,IT,Tax & Compliance,Debit,Manual Entry,North America,USD,G. Asante,44550.9,44571.13,20.23,0.05,Reconciled
TXN-009080,2024-10-27,2024,Oct,Q4,Procurement,Payroll,Debit,Manual Entry,Asia Pacific,USD,H. Balogun,55261.58,58027.05,2765.47,5.0,Flagged
TXN-009081,2023-07-04,2023,Jul,Q3,Finance,Tax & Compliance,Debit,Bank Statement,North America,GBP,E. Nwosu,19347.18,19322.56,-24.62,-0.13,Reconciled
TXN-009082,2024-09-02,2024,Sep,Q3,Logistics,Accounts Payable,Debit,ERP System,Europe,USD,C. Eze,81882.58,81930.47,47.89,0.06,Reconciled
TXN-009083,2024-12-11,2024,Dec,Q4,Operations,Accounts Receivable,Credit,POS System,Latin America,USD,H. Balogun,110382.12,110461.69,79.57,0.07,Reconciled
TXN-009084,2024-07-30,2024,Jul,Q3,Procurement,Operating Expense,Debit,Third-Party API,Europe,GBP,E. Nwosu,55122.09,54442.15,-679.94,-1.23,Under Review
TXN-009085,2024-07-07,2024,Jul,Q3,HR,Payroll,Debit,Manual Entry,Asia Pacific,USD,D. Adeyemi,97211.34,97277.67,66.33,0.07,Reconciled
TXN-009086,2022-12-29,2022,Dec,Q4,IT,Operating Expense,Debit,ERP System,North America,USD,H. Balogun,29297.64,29254.97,-42.67,-0.15,Reconciled
TXN-009087,2023-01-17,2023,Jan,Q1,Procurement,Cost of Goods Sold,Debit,Third-Party API,North America,USD,A. Okafor,119967.42,119948.19,-19.23,-0.02,Reconciled
TXN-009088,2022-09-28,2022,Sep,Q3,Finance,Accounts Receivable,Credit,Manual Entry,Latin America,USD,B. Mensah,22765.48,22761.31,-4.17,-0.02,Reconciled
TXN-009089,2024-11-03,2024,Nov,Q4,HR,Revenue,Credit,ERP System,Latin America,EUR,C. Eze,293313.69,293103.08,-210.61,-0.07,Reconciled
TXN-009090,2022-10-25,2022,Oct,Q4,Operations,Revenue,Credit,Third-Party API,North America,USD,B. Mensah,344397.24,344622.55,225.31,0.07,Reconciled
TXN-009091,2024-09-30,2024,Sep,Q3,IT,Payroll,Debit,Manual Entry,Europe,AUD,A. Okafor,123004.06,122945.05,-59.01,-0.05,Reconciled
TXN-009092,2022-08-22,2022,Aug,Q3,Sales,Capital Expenditure,Debit,Bank Statement,North America,USD,A. Okafor,664660.77,665647.41,986.64,0.15,Reconciled
TXN-009093,2023-07-29,2023,Jul,Q3,Sales,Capital Expenditure,Debit,ERP System,Asia Pacific,USD,G. Asante,640962.13,660089.17,19127.04,2.98,Under Review
TXN-009094,2022-01-27,2022,Jan,Q1,Finance,Capital Expenditure,Debit,ERP System,Middle East & Africa,USD,H. Balogun,415327.6,415705.24,377.64,0.09,Reconciled
TXN-009095,2022-04-03,2022,Apr,Q2,Operations,Accounts Payable,Debit,Manual Entry,Europe,EUR,B. Mensah,34214.9,34228.05,13.15,0.04,Reconciled
TXN-009096,2023-09-09,2023,Sep,Q3,Operations,Capital Expenditure,Debit,Bank Statement,North America,EUR,E. Nwosu,965081.17,963366.79,-1714.38,-0.18,Reconciled
TXN-009097,2022-11-05,2022,Nov,Q4,Logistics,Payroll,Debit,Bank Statement,Asia Pacific,USD,D. Adeyemi,48240.38,44797.81,-3442.57,-7.14,Flagged
TXN-009098,2022-02-21,2022,Feb,Q1,Logistics,Operating Expense,Debit,ERP System,North America,USD,F. Diallo,46430.82,44212.09,-2218.73,-4.78,Under Review
TXN-009099,2022-11-15,2022,Nov,Q4,Procurement,Capital Expenditure,Debit,ERP System,Middle East & Africa,GBP,E. Nwosu,94002.04,93862.4,-139.64,-0.15,Reconciled
TXN-009100,2022-06-30,2022,Jun,Q2,Logistics,Capital Expenditure,Debit,Manual Entry,Middle East & Africa,USD,C. Eze,485949.66,486019.88,70.22,0.01,Reconciled
TXN-009101,2024-05-24,2024,May,Q2,Sales,Operating Expense,Debit,POS System,Asia Pacific,USD,D. Adeyemi,68635.88,68677.02,41.14,0.06,Reconciled
TXN-009102,2024-12-02,2024,Dec,Q4,Procurement,Revenue,Credit,ERP System,Europe,USD,F. Diallo,312755.75,265883.24,-46872.51,-14.99,Flagged
TXN-009103,2023-10-09,2023,Oct,Q4,Operations,Cost of Goods Sold,Debit,Bank Statement,Middle East & Africa,EUR,G. Asante,112428.3,112348.92,-79.38,-0.07,Reconciled
TXN-009104,2022-07-16,2022,Jul,Q3,Finance,Payroll,Debit,POS System,Asia Pacific,AUD,C. Eze,130169.22,135467.53,5298.31,4.07,Under Review
TXN-009105,2023-10-07,2023,Oct,Q4,Finance,Payroll,Debit,Bank Statement,Asia Pacific,EUR,C. Eze,27668.19,27652.86,-15.33,-0.06,Reconciled
TXN-009106,2024-08-28,2024,Aug,Q3,HR,Operating Expense,Debit,Bank Statement,Asia Pacific,EUR,E. Nwosu,31738.78,30165.75,-1573.03,-4.96,Under Review
TXN-009107,2022-09-12,2022,Sep,Q3,Marketing,Accounts Receivable,Credit,ERP System,North America,EUR,H. Balogun,73999.8,73910.66,-89.14,-0.12,Reconciled
TXN-009108,2024-01-02,2024,Jan,Q1,Finance,Operating Expense,Debit,Third-Party API,Asia Pacific,GBP,A. Okafor,21667.76,21674.22,6.46,0.03,Reconciled
TXN-009109,2022-12-02,2022,Dec,Q4,Marketing,Revenue,Credit,Third-Party API,Europe,USD,D. Adeyemi,104563.27,112739.16,8175.89,7.82,Flagged
TXN-009110,2024-09-16,2024,Sep,Q3,Sales,Cost of Goods Sold,Debit,POS System,Europe,EUR,H. Balogun,182926.65,159176.45,-23750.2,-12.98,Flagged
TXN-009111,2024-06-18,2024,Jun,Q2,HR,Revenue,Credit,Bank Statement,Asia Pacific,NGN,D. Adeyemi,232640.02,232315.97,-324.05,-0.14,Reconciled
TXN-009112,2023-05-29,2023,May,Q2,Sales,Cost of Goods Sold,Debit,ERP System,Latin America,NGN,H. Balogun,92537.02,92575.08,38.06,0.04,Reconciled
TXN-009113,2022-08-30,2022,Aug,Q3,Logistics,Cost of Goods Sold,Debit,Manual Entry,Latin America,NGN,E. Nwosu,92202.92,93955.42,1752.5,1.9,Under Review
TXN-009114,2022-05-29,2022,May,Q2,Logistics,Operating Expense,Debit,Third-Party API,Latin America,USD,F. Diallo,62346.4,68009.72,5663.32,9.08,Flagged
TXN-009115,2024-01-27,2024,Jan,Q1,Procurement,Accounts Payable,Debit,Third-Party API,Middle East & Africa,EUR,G. Asante,43522.07,45927.3,2405.23,5.53,Flagged
TXN-009116,2023-09-12,2023,Sep,Q3,Marketing,Capital Expenditure,Debit,Manual Entry,North America,AUD,H. Balogun,64698.89,64642.58,-56.31,-0.09,Reconciled
TXN-009117,2023-03-29,2023,Mar,Q1,Procurement,Operating Expense,Debit,POS System,North America,USD,G. Asante,68164.64,68112.49,-52.15,-0.08,Reconciled
TXN-009118,2022-07-31,2022,Jul,Q3,Finance,Operating Expense,Debit,ERP System,North America,NGN,F. Diallo,70698.68,70683.2,-15.48,-0.02,Reconciled
TXN-009119,2023-10-30,2023,Oct,Q4,HR,Operating Expense,Debit,Bank Statement,Latin America,USD,C. Eze,2847.87,2846.95,-0.92,-0.03,Reconciled
TXN-009120,2023-08-17,2023,Aug,Q3,Sales,Revenue,Credit,ERP System,Europe,EUR,E. Nwosu,48152.84,48177.58,24.74,0.05,Reconciled
TXN-009121,2022-05-11,2022,May,Q2,Sales,Accounts Receivable,Credit,Bank Statement,Middle East & Africa,USD,C. Eze,35409.03,35414.62,5.59,0.02,Reconciled
TXN-009122,2023-09-04,2023,Sep,Q3,Logistics,Cost of Goods Sold,Debit,Third-Party API,Middle East & Africa,NGN,D. Adeyemi,82956.42,80879.23,-2077.19,-2.5,Under Review
TXN-009123,2022-09-13,2022,Sep,Q3,Operations,Accounts Payable,Debit,ERP System,Latin America,GBP,G. Asante,4987.04,4985.7,-1.34,-0.03,Reconciled
TXN-009124,2023-07-15,2023,Jul,Q3,Finance,Capital Expenditure,Debit,ERP System,North America,USD,G. Asante,289017.65,289060.6,42.95,0.01,Reconciled
