Record_ID,Date,Year,Month,Quarter,Department,Region,Product,Channel,Employee_ID,Cost_Center,Revenue,Cost,Gross_Margin,Margin_Pct,Deals_Closed,Leads_Generated,Conv_Rate_Pct,Customer_Sat,NPS,Headcount,Attrition_Pct,Training_Hrs,Productivity_Pct,CAC,LTV,LTV_CAC_Ratio,MQL_Count,SQL_Count,CTR_Pct,SLA_Met,Ticket_Volume,Resolution_Hrs,Uptime_Pct,Status
REC-008349,2023-11-20,2023,Nov,Q4,Marketing,Europe,Consulting,Partner,EMP-0112,CC-400,25964.43,20383.74,5580.69,21.5,2,4,50.0,8.4,58,134,19.6,17.0,76.8,1964.94,4908.32,2.5,34,2,4.18,0,307,23.3,99.1,Below Target
REC-008350,2022-05-23,2022,May,Q2,Sales,Asia Pacific,Add-On Services,Online,EMP-0133,CC-300,11263.54,6356.98,4906.56,43.6,0,7,0.0,8.5,61,98,15.3,24.0,69.7,1024.8,5466.5,5.33,137,48,1.76,1,214,7.8,98.72,Above Target
REC-008351,2023-11-11,2023,Nov,Q4,Marketing,North America,Consulting,Outbound,EMP-0114,CC-300,23412.66,16571.1,6841.56,29.2,2,16,12.5,9.4,81,33,16.1,18.2,77.3,1381.34,7553.24,5.47,8,41,2.73,1,61,28.4,99.9,Below Target
REC-008352,2024-09-24,2024,Sep,Q3,Legal,Asia Pacific,Enterprise Suite,Outbound,EMP-0042,CC-100,68138.27,35403.59,32734.68,48.0,0,16,0.0,8.0,46,61,11.3,23.3,55.8,1501.05,6226.47,4.15,111,33,6.04,1,64,13.5,98.51,Below Target
REC-008353,2023-07-13,2023,Jul,Q3,HR,Latin America,Consulting,Direct Sales,EMP-0120,CC-500,51311.04,37159.28,14151.76,27.6,4,8,50.0,8.9,43,98,16.2,18.6,55.9,1383.56,7849.21,5.67,97,7,4.17,1,43,14.0,99.69,Above Target
REC-008354,2024-06-22,2024,Jun,Q2,Operations,North America,Starter Pack,Direct Sales,EMP-0160,CC-200,3908.97,2930.55,978.42,25.0,4,2,200.0,9.0,68,165,15.8,10.2,57.5,1180.49,4542.45,3.85,132,1,2.54,1,468,18.3,98.82,Below Target
REC-008355,2023-12-06,2023,Dec,Q4,Marketing,North America,Consulting,Partner,EMP-0118,CC-400,34581.29,22421.53,12159.76,35.2,4,19,21.1,9.3,77,156,16.3,27.5,97.4,1244.2,5033.24,4.05,105,10,4.88,1,176,15.9,98.71,On Track
REC-008356,2023-07-24,2023,Jul,Q3,IT,North America,Starter Pack,Direct Sales,EMP-0102,CC-400,6562.63,4093.67,2468.96,37.6,3,11,27.3,8.7,46,22,18.4,18.3,75.6,1783.8,5393.9,3.02,73,28,2.1,1,477,18.6,99.32,Above Target
REC-008357,2023-05-28,2023,May,Q2,Operations,Latin America,Enterprise Suite,Outbound,EMP-0041,CC-100,51395.28,29131.1,22264.18,43.3,4,18,22.2,8.8,58,34,16.1,25.1,81.3,1444.67,6771.53,4.69,54,46,2.68,0,304,18.8,99.66,Below Target
REC-008358,2024-05-25,2024,May,Q2,Marketing,Latin America,Pro Plan,Inbound,EMP-0001,CC-100,20275.44,15595.47,4679.97,23.1,2,4,50.0,5.8,25,159,18.7,19.8,80.5,1010.76,7590.34,7.51,112,22,4.0,1,81,13.8,99.65,Below Target
REC-008359,2022-02-28,2022,Feb,Q1,Operations,North America,Consulting,Direct Sales,EMP-0001,CC-400,38318.87,25096.2,13222.67,34.5,1,19,5.3,8.1,21,56,17.3,20.3,89.5,1369.96,4745.55,3.46,17,35,3.12,1,389,18.1,99.39,Above Target
REC-008360,2022-09-09,2022,Sep,Q3,Sales,Europe,Consulting,Partner,EMP-0037,CC-400,17531.67,8720.0,8811.67,50.3,2,10,20.0,8.2,39,98,7.3,18.5,53.4,367.4,2635.91,7.17,147,22,3.33,1,34,21.5,99.22,Below Target
REC-008361,2024-09-26,2024,Sep,Q3,Operations,Asia Pacific,Pro Plan,Outbound,EMP-0139,CC-400,27689.38,17709.09,9980.29,36.0,3,5,60.0,7.3,39,103,20.6,15.0,57.6,1020.97,4767.01,4.67,61,1,3.22,1,77,17.5,98.64,Above Target
REC-008362,2022-03-29,2022,Mar,Q1,IT,Europe,Enterprise Suite,Inbound,EMP-0138,CC-100,73931.72,51592.51,22339.21,30.2,2,10,20.0,6.9,24,43,12.3,19.2,84.7,770.21,2816.08,3.66,76,42,4.18,1,374,21.7,98.87,Below Target
REC-008363,2024-01-22,2024,Jan,Q1,IT,North America,Consulting,Online,EMP-0079,CC-400,37465.24,21486.84,15978.4,42.6,4,9,44.4,7.7,20,35,6.2,15.2,76.6,868.53,3942.79,4.54,69,28,3.28,1,155,23.4,98.65,Above Target
REC-008364,2024-04-17,2024,Apr,Q2,Legal,Asia Pacific,Consulting,Inbound,EMP-0090,CC-500,22420.93,13914.76,8506.17,37.9,4,5,80.0,7.4,74,112,13.2,30.9,62.1,1282.75,6536.66,5.1,128,48,4.46,1,326,27.8,99.42,Below Target
REC-008365,2022-11-17,2022,Nov,Q4,Finance,Asia Pacific,Consulting,Inbound,EMP-0111,CC-400,36385.66,20405.34,15980.32,43.9,3,4,75.0,8.9,27,82,13.4,20.0,91.4,1485.9,5375.87,3.62,62,26,1.22,1,347,13.7,99.79,On Track
REC-008366,2022-02-27,2022,Feb,Q1,Marketing,North America,Pro Plan,Partner,EMP-0173,CC-100,20328.48,14207.92,6120.56,30.1,0,3,0.0,7.9,24,127,13.2,15.3,57.2,2217.49,13813.0,6.23,16,20,3.83,1,497,29.4,99.71,Below Target
REC-008367,2024-04-19,2024,Apr,Q2,HR,Latin America,Starter Pack,Online,EMP-0167,CC-500,4893.34,3163.79,1729.55,35.3,0,16,0.0,9.6,36,49,13.8,25.6,79.4,1057.28,3363.78,3.18,83,16,2.81,0,346,22.3,98.51,Above Target
REC-008368,2022-02-18,2022,Feb,Q1,Operations,Europe,Enterprise Suite,Outbound,EMP-0185,CC-200,136744.92,91254.15,45490.77,33.3,2,6,33.3,5.6,57,189,19.3,38.5,68.6,1014.97,4060.31,4.0,83,29,3.07,1,151,4.5,99.14,Above Target
REC-008369,2022-07-24,2022,Jul,Q3,Legal,North America,Consulting,Direct Sales,EMP-0165,CC-500,40981.54,24479.16,16502.38,40.3,4,13,30.8,6.7,21,28,12.0,17.5,64.5,1178.18,8698.92,7.38,35,46,3.12,0,453,24.6,99.32,Above Target
REC-008370,2024-05-21,2024,May,Q2,Sales,Asia Pacific,Add-On Services,Direct Sales,EMP-0104,CC-500,5963.15,2829.16,3133.99,52.6,4,18,22.2,5.3,61,192,12.3,25.3,90.0,1406.11,5960.75,4.24,136,22,4.12,1,58,20.9,98.65,Below Target
REC-008371,2022-06-25,2022,Jun,Q2,Legal,Latin America,Add-On Services,Outbound,EMP-0137,CC-400,6576.17,4312.31,2263.86,34.4,2,8,25.0,7.8,43,121,10.5,40.3,70.3,1186.28,5838.3,4.92,57,33,2.82,1,377,13.5,99.73,Below Target
REC-008372,2024-09-13,2024,Sep,Q3,Operations,Asia Pacific,Pro Plan,Online,EMP-0147,CC-400,22221.59,15624.99,6596.6,29.7,0,14,0.0,9.1,22,55,13.3,16.0,73.3,1174.42,3168.39,2.7,74,43,3.63,1,273,15.4,98.98,Below Target
REC-008373,2022-04-17,2022,Apr,Q2,Sales,North America,Consulting,Online,EMP-0170,CC-400,53005.86,27196.99,25808.87,48.7,2,5,40.0,7.5,52,13,11.7,22.8,65.5,1178.47,6436.31,5.46,117,48,1.85,0,30,20.2,98.65,Above Target
REC-008374,2022-01-25,2022,Jan,Q1,HR,Latin America,Enterprise Suite,Outbound,EMP-0073,CC-200,76063.48,59048.45,17015.03,22.4,2,4,50.0,5.7,13,23,9.3,21.2,81.0,1182.08,6471.79,5.47,124,47,3.67,1,348,16.5,100.0,Below Target
REC-008375,2024-09-29,2024,Sep,Q3,Operations,North America,Enterprise Suite,Partner,EMP-0142,CC-200,94188.93,48938.62,45250.31,48.0,4,8,50.0,4.6,74,64,12.8,17.9,77.8,1011.58,5270.59,5.21,45,35,3.77,1,31,18.3,98.41,Above Target
REC-008376,2023-01-22,2023,Jan,Q1,Sales,Europe,Starter Pack,Partner,EMP-0122,CC-200,3481.68,1946.46,1535.22,44.1,3,7,42.9,8.3,43,24,15.5,20.4,77.7,1474.95,6590.78,4.47,25,44,2.16,0,14,13.9,99.36,Below Target
REC-008377,2024-02-08,2024,Feb,Q1,Customer Success,North America,Pro Plan,Partner,EMP-0073,CC-400,18888.8,9756.69,9132.11,48.3,2,9,22.2,7.1,71,10,13.0,22.1,73.9,972.68,5906.22,6.07,52,20,3.82,1,166,20.8,99.46,Below Target
REC-008378,2023-06-29,2023,Jun,Q2,HR,Europe,Consulting,Partner,EMP-0031,CC-500,35841.27,24634.36,11206.91,31.3,2,2,100.0,10.0,43,195,13.5,21.1,88.0,1557.66,6172.49,3.96,5,30,4.28,1,423,26.6,99.0,On Track
REC-008379,2024-11-29,2024,Nov,Q4,Customer Success,Europe,Pro Plan,Direct Sales,EMP-0013,CC-500,25963.46,17290.7,8672.76,33.4,0,7,0.0,7.1,50,12,11.6,27.6,72.9,1015.92,4772.43,4.7,24,33,3.97,0,162,10.7,100.0,Above Target
REC-008380,2024-01-08,2024,Jan,Q1,Sales,Asia Pacific,Enterprise Suite,Online,EMP-0129,CC-400,85182.49,50447.83,34734.66,40.8,0,5,0.0,7.6,11,38,18.9,16.8,81.2,1183.6,3989.95,3.37,9,29,2.6,1,248,17.1,99.43,On Track
REC-008381,2023-06-08,2023,Jun,Q2,Marketing,Asia Pacific,Add-On Services,Partner,EMP-0168,CC-200,9116.57,7949.25,1167.32,12.8,0,6,0.0,6.8,33,159,15.0,9.8,65.0,644.34,1322.99,2.05,137,28,1.73,1,274,23.0,98.65,Above Target
REC-008382,2024-11-13,2024,Nov,Q4,HR,MEA,Add-On Services,Online,EMP-0195,CC-500,7745.61,5560.25,2185.36,28.2,1,17,5.9,5.8,71,98,15.2,21.4,86.3,1103.98,5132.2,4.65,148,8,3.73,1,111,7.8,99.69,On Track
REC-008383,2024-10-01,2024,Oct,Q4,Marketing,Asia Pacific,Starter Pack,Outbound,EMP-0130,CC-100,5061.89,3549.03,1512.86,29.9,0,1,0.0,7.9,84,84,16.8,17.1,100.0,1203.83,6722.98,5.58,145,22,5.31,1,92,14.8,98.8,Above Target
REC-008384,2023-10-23,2023,Oct,Q4,IT,Europe,Enterprise Suite,Online,EMP-0160,CC-200,85555.0,58350.39,27204.61,31.8,4,4,100.0,6.2,24,22,10.4,36.2,69.8,1399.03,5592.45,4.0,140,34,3.83,1,189,23.3,98.64,On Track
REC-008385,2024-04-09,2024,Apr,Q2,Marketing,North America,Starter Pack,Direct Sales,EMP-0085,CC-400,4417.52,3917.86,499.66,11.3,4,18,22.2,6.7,49,185,17.1,28.0,71.3,1746.69,8813.88,5.05,106,34,2.44,1,356,17.3,98.43,On Track
REC-008386,2022-02-06,2022,Feb,Q1,Finance,MEA,Enterprise Suite,Inbound,EMP-0115,CC-300,106779.23,56579.43,50199.8,47.0,3,17,17.6,8.8,28,45,11.6,39.6,79.2,1617.25,7727.89,4.78,60,40,3.39,1,139,17.8,99.5,Above Target
REC-008387,2024-02-17,2024,Feb,Q1,Marketing,MEA,Pro Plan,Direct Sales,EMP-0161,CC-400,29249.83,24176.57,5073.26,17.3,1,10,10.0,9.5,35,46,3.9,23.3,69.0,1337.74,7742.13,5.79,136,49,2.33,1,150,8.6,98.93,Above Target
REC-008388,2024-02-06,2024,Feb,Q1,Legal,Europe,Add-On Services,Online,EMP-0040,CC-500,9495.73,5911.61,3584.12,37.7,4,17,23.5,8.2,64,146,13.7,24.6,100.0,501.93,2315.54,4.61,141,35,3.05,1,150,7.7,100.0,Above Target
REC-008389,2024-05-15,2024,May,Q2,HR,Asia Pacific,Pro Plan,Partner,EMP-0033,CC-300,24834.57,22298.62,2535.95,10.2,1,1,100.0,8.7,22,102,8.8,22.0,60.3,1087.13,5493.01,5.05,143,35,4.72,1,53,21.1,98.89,On Track
REC-008390,2022-08-21,2022,Aug,Q3,Legal,Asia Pacific,Pro Plan,Inbound,EMP-0028,CC-300,20483.21,13553.42,6929.79,33.8,3,4,75.0,9.3,36,36,12.5,28.2,63.8,1676.25,5873.98,3.5,60,22,3.08,1,351,18.6,98.31,Below Target
REC-008391,2024-04-10,2024,Apr,Q2,Sales,Europe,Starter Pack,Outbound,EMP-0101,CC-200,3825.37,1718.81,2106.56,55.1,0,3,0.0,5.3,64,126,13.4,4.0,79.2,1479.64,6316.84,4.27,45,3,3.13,1,354,21.2,98.17,Below Target
REC-008392,2023-07-10,2023,Jul,Q3,Legal,Asia Pacific,Consulting,Partner,EMP-0071,CC-200,39678.18,24303.72,15374.46,38.7,2,4,50.0,7.5,44,181,17.3,25.7,79.6,1596.66,2608.49,1.63,143,33,1.11,0,104,18.3,99.64,Above Target
REC-008393,2023-03-06,2023,Mar,Q1,Marketing,Asia Pacific,Pro Plan,Direct Sales,EMP-0081,CC-100,23450.52,19515.04,3935.48,16.8,4,4,100.0,6.2,59,138,13.4,23.7,67.6,1568.78,6333.57,4.04,108,19,2.75,1,97,22.2,98.94,On Track
REC-008394,2022-11-03,2022,Nov,Q4,Sales,MEA,Enterprise Suite,Direct Sales,EMP-0092,CC-100,79456.32,54522.14,24934.18,31.4,1,14,7.1,8.2,36,145,10.6,22.4,73.9,1045.45,2944.81,2.82,117,43,4.99,1,143,10.1,99.42,Below Target
REC-008395,2024-12-10,2024,Dec,Q4,Sales,Europe,Pro Plan,Online,EMP-0123,CC-300,26120.24,15995.89,10124.35,38.8,4,14,28.6,9.1,22,168,15.3,15.4,67.0,1089.32,3576.48,3.28,11,19,2.96,1,159,13.2,98.39,Above Target
REC-008396,2023-07-20,2023,Jul,Q3,IT,Latin America,Pro Plan,Online,EMP-0022,CC-400,27464.0,15797.66,11666.34,42.5,4,17,23.5,8.0,20,21,9.8,13.7,69.0,709.53,2891.45,4.08,22,5,2.82,1,185,20.6,99.1,Above Target
REC-008397,2024-02-05,2024,Feb,Q1,Finance,Asia Pacific,Pro Plan,Outbound,EMP-0038,CC-300,26918.21,19469.71,7448.5,27.7,4,9,44.4,9.0,78,17,20.3,21.5,68.9,754.84,3555.97,4.71,147,13,4.04,0,488,9.8,98.75,Above Target
REC-008398,2022-08-16,2022,Aug,Q3,Marketing,Europe,Consulting,Inbound,EMP-0091,CC-300,42069.79,35231.38,6838.41,16.3,1,13,7.7,6.9,40,161,13.3,22.8,71.0,481.27,2868.99,5.96,51,44,4.68,1,455,16.2,99.29,Above Target
REC-008399,2024-04-13,2024,Apr,Q2,Marketing,North America,Pro Plan,Direct Sales,EMP-0132,CC-500,19398.27,16101.3,3296.97,17.0,3,3,100.0,8.0,31,136,14.3,21.5,85.4,732.53,3463.16,4.73,96,8,3.69,1,361,6.0,99.4,Below Target
REC-008400,2023-12-07,2023,Dec,Q4,Operations,Asia Pacific,Enterprise Suite,Inbound,EMP-0149,CC-500,46013.56,32096.04,13917.52,30.2,3,19,15.8,9.4,46,187,12.4,23.2,70.5,1305.29,3068.96,2.35,147,45,3.41,1,47,19.6,98.29,Below Target
REC-008401,2023-02-20,2023,Feb,Q1,Customer Success,Europe,Enterprise Suite,Partner,EMP-0104,CC-200,102460.41,53404.27,49056.14,47.9,1,14,7.1,6.4,65,142,19.2,30.1,100.0,200.0,900.42,4.5,89,43,4.37,1,382,13.6,98.92,Above Target
REC-008402,2022-10-29,2022,Oct,Q4,Sales,Asia Pacific,Enterprise Suite,Partner,EMP-0171,CC-400,104088.22,62340.73,41747.49,40.1,2,17,11.8,8.3,59,165,19.3,19.6,92.5,1609.35,6794.78,4.22,43,5,2.77,1,254,29.3,98.86,Above Target
REC-008403,2024-01-11,2024,Jan,Q1,Sales,Europe,Starter Pack,Direct Sales,EMP-0169,CC-200,3434.19,1710.08,1724.11,50.2,2,18,11.1,8.6,22,103,14.4,13.9,64.6,964.25,4795.95,4.97,18,11,1.97,1,373,20.6,98.98,Below Target
REC-008404,2023-09-30,2023,Sep,Q3,HR,North America,Pro Plan,Inbound,EMP-0135,CC-500,11073.07,7418.28,3654.79,33.0,2,14,14.3,8.2,41,102,11.0,24.1,96.4,967.13,3342.64,3.46,5,24,4.14,1,453,24.6,98.75,Below Target
REC-008405,2022-03-18,2022,Mar,Q1,Operations,North America,Enterprise Suite,Partner,EMP-0017,CC-200,90870.66,55814.86,35055.8,38.6,4,15,26.7,8.3,77,180,15.8,18.8,77.2,1189.46,4771.57,4.01,37,41,4.22,1,280,14.3,98.67,Above Target
REC-008406,2024-01-30,2024,Jan,Q1,Operations,North America,Consulting,Online,EMP-0143,CC-400,28934.53,16344.2,12590.33,43.5,2,4,50.0,8.7,17,105,22.7,18.3,73.4,1856.87,7997.11,4.31,43,44,2.62,1,394,24.9,99.17,Below Target
REC-008407,2023-06-02,2023,Jun,Q2,Legal,North America,Starter Pack,Direct Sales,EMP-0190,CC-100,4600.06,2389.47,2210.59,48.1,3,6,50.0,8.1,17,75,20.6,29.4,63.8,1820.31,11239.85,6.17,98,37,3.31,1,249,32.6,98.28,On Track
REC-008408,2022-05-25,2022,May,Q2,Sales,Europe,Enterprise Suite,Outbound,EMP-0127,CC-200,65786.25,40045.6,25740.65,39.1,4,9,44.4,8.8,38,109,5.4,31.2,80.9,1084.55,6391.39,5.89,30,3,2.77,1,498,19.5,98.74,Below Target
REC-008409,2024-09-06,2024,Sep,Q3,IT,Asia Pacific,Pro Plan,Outbound,EMP-0168,CC-200,24253.58,14621.77,9631.81,39.7,2,1,200.0,7.7,76,174,16.5,37.1,73.1,883.67,4156.63,4.7,54,37,2.64,1,26,8.2,98.23,On Track
REC-008410,2022-01-07,2022,Jan,Q1,Finance,North America,Starter Pack,Inbound,EMP-0066,CC-100,2366.05,1467.01,899.04,38.0,3,3,100.0,5.0,70,144,9.6,16.7,83.1,1166.15,4708.57,4.04,102,14,2.44,1,99,27.7,99.07,Below Target
REC-008411,2023-07-11,2023,Jul,Q3,HR,Europe,Pro Plan,Direct Sales,EMP-0144,CC-500,22128.16,13877.79,8250.37,37.3,3,12,25.0,8.7,56,170,13.9,20.9,100.0,1289.5,4752.05,3.69,49,28,2.44,1,136,15.9,98.94,Below Target
REC-008412,2022-01-16,2022,Jan,Q1,Marketing,Asia Pacific,Consulting,Partner,EMP-0008,CC-200,37694.38,28074.52,9619.86,25.5,3,19,15.8,5.6,55,173,13.3,23.7,92.0,671.96,1985.02,2.95,82,9,1.95,1,233,21.2,98.92,Above Target
REC-008413,2023-06-24,2023,Jun,Q2,Sales,Asia Pacific,Starter Pack,Online,EMP-0097,CC-300,4549.0,2062.97,2486.03,54.7,1,8,12.5,7.5,65,109,20.8,30.2,73.4,2088.59,10833.16,5.19,80,9,1.2,1,12,21.0,99.77,On Track
REC-008414,2024-02-11,2024,Feb,Q1,Legal,North America,Enterprise Suite,Partner,EMP-0070,CC-400,84976.57,50592.54,34384.03,40.5,4,5,80.0,9.2,31,172,9.8,32.8,96.1,1430.76,5396.11,3.77,72,31,4.45,1,357,30.8,99.4,On Track
REC-008415,2022-06-26,2022,Jun,Q2,Finance,MEA,Enterprise Suite,Partner,EMP-0011,CC-400,55791.65,26795.22,28996.43,52.0,4,17,23.5,7.3,67,11,13.0,27.9,85.4,1628.52,8420.12,5.17,92,40,2.16,1,172,14.3,100.0,Below Target
REC-008416,2024-04-01,2024,Apr,Q2,HR,North America,Enterprise Suite,Partner,EMP-0141,CC-100,80771.07,47597.24,33173.83,41.1,4,16,25.0,6.8,61,75,7.9,20.1,83.4,1287.81,4609.26,3.58,67,1,5.36,1,298,20.8,99.1,On Track
REC-008417,2022-03-22,2022,Mar,Q1,HR,Asia Pacific,Add-On Services,Inbound,EMP-0138,CC-200,8208.88,6002.99,2205.89,26.9,0,12,0.0,6.3,47,43,6.0,32.9,77.6,1004.05,4720.3,4.7,99,35,2.45,1,127,6.2,98.02,On Track
REC-008418,2023-10-02,2023,Oct,Q4,Customer Success,Asia Pacific,Starter Pack,Direct Sales,EMP-0150,CC-500,4456.48,2641.94,1814.54,40.7,2,11,18.2,6.1,18,57,20.5,25.8,53.8,457.45,2352.15,5.14,100,41,4.19,1,410,16.9,100.0,On Track
REC-008419,2024-01-23,2024,Jan,Q1,Finance,Latin America,Starter Pack,Inbound,EMP-0040,CC-500,3846.96,2221.42,1625.54,42.3,2,4,50.0,8.0,51,33,9.6,23.8,76.8,1377.37,8780.37,6.37,50,36,3.28,0,293,23.2,98.74,Below Target
REC-008420,2023-07-19,2023,Jul,Q3,Sales,North America,Pro Plan,Direct Sales,EMP-0132,CC-300,24368.6,13864.71,10503.89,43.1,4,1,400.0,6.5,65,145,16.2,32.2,81.7,794.66,4374.01,5.5,6,47,1.13,0,10,33.6,98.71,On Track
REC-008421,2024-06-27,2024,Jun,Q2,HR,North America,Enterprise Suite,Partner,EMP-0014,CC-200,46089.45,32369.9,13719.55,29.8,1,2,50.0,7.0,39,156,12.0,11.2,94.1,724.92,3022.83,4.17,97,26,4.63,1,461,10.8,99.56,Below Target
REC-008422,2023-12-21,2023,Dec,Q4,Legal,Asia Pacific,Pro Plan,Outbound,EMP-0143,CC-400,29683.94,20494.38,9189.56,31.0,2,3,66.7,8.1,27,52,22.0,18.6,69.0,1085.86,4532.04,4.17,69,45,1.8,1,452,18.2,98.84,Above Target
REC-008423,2024-12-14,2024,Dec,Q4,IT,Latin America,Starter Pack,Online,EMP-0189,CC-500,4650.4,3189.23,1461.17,31.4,1,1,100.0,8.0,35,19,14.3,38.0,88.0,1186.12,3088.2,2.6,64,12,2.12,1,328,16.9,100.0,On Track
REC-008424,2022-03-30,2022,Mar,Q1,Sales,North America,Starter Pack,Partner,EMP-0164,CC-200,4070.34,2406.23,1664.11,40.9,4,17,23.5,6.1,46,29,12.3,23.5,60.6,2052.83,7735.91,3.77,25,43,3.19,1,440,24.0,97.93,Below Target
REC-008425,2024-04-21,2024,Apr,Q2,Marketing,Europe,Pro Plan,Partner,EMP-0163,CC-400,27273.06,19649.41,7623.65,28.0,1,8,12.5,6.5,50,104,18.7,16.8,71.9,1961.13,9840.86,5.02,60,47,3.37,0,443,4.0,99.67,Above Target
REC-008426,2022-09-25,2022,Sep,Q3,Finance,Asia Pacific,Pro Plan,Inbound,EMP-0069,CC-300,22141.73,14854.78,7286.95,32.9,4,6,66.7,8.6,60,122,14.2,25.4,79.7,682.22,1740.77,2.55,107,18,1.87,0,209,24.3,99.39,Below Target
REC-008427,2023-04-30,2023,Apr,Q2,Legal,Europe,Add-On Services,Inbound,EMP-0004,CC-100,5719.29,3569.82,2149.47,37.6,3,18,16.7,5.1,64,10,14.2,28.8,73.9,1655.41,5763.13,3.48,30,22,4.26,1,142,27.5,98.72,Below Target
REC-008428,2022-07-31,2022,Jul,Q3,Marketing,North America,Starter Pack,Direct Sales,EMP-0149,CC-500,5584.05,3988.87,1595.18,28.6,2,6,33.3,7.4,23,10,6.6,20.5,100.0,1890.32,7917.08,4.19,127,12,3.75,1,290,27.4,99.48,Above Target
REC-008429,2024-09-07,2024,Sep,Q3,Sales,North America,Consulting,Online,EMP-0181,CC-500,43703.22,28131.78,15571.44,35.6,1,15,6.7,8.3,40,93,14.0,29.2,88.3,482.59,2549.54,5.28,53,28,2.4,0,425,11.1,98.19,Above Target
REC-008430,2022-03-05,2022,Mar,Q1,HR,North America,Enterprise Suite,Partner,EMP-0147,CC-500,117938.67,85546.45,32392.22,27.5,3,14,21.4,7.8,27,119,11.8,14.7,62.0,1444.76,4476.85,3.1,133,20,3.66,1,192,17.5,99.37,Above Target
REC-008431,2022-10-18,2022,Oct,Q4,Sales,Europe,Enterprise Suite,Direct Sales,EMP-0103,CC-500,78680.59,44907.17,33773.42,42.9,1,19,5.3,7.5,25,168,13.4,28.4,70.4,1064.92,5937.26,5.58,114,6,3.27,0,388,24.1,98.82,Below Target
REC-008432,2022-12-10,2022,Dec,Q4,Finance,Asia Pacific,Pro Plan,Direct Sales,EMP-0102,CC-500,17032.84,11171.13,5861.71,34.4,4,13,30.8,7.8,80,71,19.2,25.8,94.5,1734.33,6477.57,3.73,59,25,2.93,1,280,23.2,99.01,Below Target
REC-008433,2024-07-21,2024,Jul,Q3,Sales,Asia Pacific,Consulting,Partner,EMP-0055,CC-500,36714.27,17450.69,19263.58,52.5,3,8,37.5,7.2,41,140,19.8,15.4,68.0,1002.47,3816.98,3.81,129,9,2.2,1,19,19.2,98.62,On Track
REC-008434,2023-02-25,2023,Feb,Q1,HR,Europe,Enterprise Suite,Online,EMP-0073,CC-200,54835.94,40961.67,13874.27,25.3,2,5,40.0,9.3,30,172,11.9,30.8,71.3,2024.86,10744.15,5.31,32,8,2.33,1,166,14.1,99.77,Below Target
REC-008435,2023-06-21,2023,Jun,Q2,Sales,North America,Starter Pack,Direct Sales,EMP-0124,CC-200,3185.7,1544.37,1641.33,51.5,1,14,7.1,6.2,64,119,8.9,23.6,92.8,1363.48,6274.45,4.6,20,24,1.51,0,350,15.4,98.45,Below Target
REC-008436,2023-11-05,2023,Nov,Q4,HR,Asia Pacific,Enterprise Suite,Online,EMP-0107,CC-400,100691.94,66269.85,34422.09,34.2,2,18,11.1,8.8,37,75,14.8,29.3,92.3,385.13,1869.11,4.85,24,30,2.66,1,170,10.3,99.25,Above Target
REC-008437,2024-09-18,2024,Sep,Q3,Sales,Latin America,Consulting,Online,EMP-0130,CC-200,37739.57,19328.66,18410.91,48.8,4,6,66.7,7.8,48,114,15.8,21.3,63.1,937.83,3282.74,3.5,129,43,1.63,1,15,14.5,99.1,Above Target
REC-008438,2023-10-29,2023,Oct,Q4,Operations,North America,Starter Pack,Inbound,EMP-0053,CC-400,3272.3,1932.49,1339.81,40.9,4,5,80.0,5.3,41,169,16.2,40.3,85.6,1055.15,4423.97,4.19,79,39,2.46,0,126,16.7,98.52,Below Target
REC-008439,2024-11-11,2024,Nov,Q4,Finance,Europe,Add-On Services,Partner,EMP-0163,CC-200,8395.07,6529.56,1865.51,22.2,0,18,0.0,7.3,16,72,20.3,16.4,87.0,1120.25,4231.12,3.78,20,12,1.11,1,307,21.2,99.49,On Track
REC-008440,2023-04-05,2023,Apr,Q2,Operations,MEA,Pro Plan,Inbound,EMP-0093,CC-500,17573.19,11510.47,6062.72,34.5,1,10,10.0,7.9,62,33,16.5,34.2,100.0,1576.47,3819.8,2.42,149,23,2.61,1,141,19.5,100.0,Below Target
REC-008441,2023-09-12,2023,Sep,Q3,HR,North America,Add-On Services,Partner,EMP-0082,CC-400,8248.68,6888.97,1359.71,16.5,4,2,200.0,7.3,42,55,12.4,32.0,74.4,741.99,4885.92,6.58,47,10,3.21,1,217,16.2,98.68,On Track
REC-008442,2024-03-15,2024,Mar,Q1,Customer Success,Latin America,Starter Pack,Online,EMP-0159,CC-400,3833.24,2808.91,1024.33,26.7,2,8,25.0,6.1,42,35,18.0,24.7,67.5,1127.89,4670.24,4.14,29,36,2.7,1,201,15.4,99.19,Below Target
REC-008443,2022-10-30,2022,Oct,Q4,Customer Success,MEA,Add-On Services,Online,EMP-0191,CC-200,10608.85,7182.7,3426.15,32.3,2,6,33.3,8.8,52,161,12.7,23.1,72.8,1504.67,5353.73,3.56,102,37,4.54,0,488,12.5,100.0,Above Target
REC-008444,2022-11-27,2022,Nov,Q4,Finance,North America,Pro Plan,Inbound,EMP-0002,CC-100,22199.85,13506.87,8692.98,39.2,1,17,5.9,7.3,23,22,21.7,29.0,91.7,1331.68,7809.26,5.86,5,2,1.16,1,5,15.3,99.88,Below Target
